"species","kingdom","phylum","class"
"Osmia bucephala","Animalia","Arthropoda","Insecta"
"Nomada maculata","Animalia","Arthropoda","Insecta"
"Andrena wheeleri","Animalia","Arthropoda","Insecta"
"Nomada cuneata","Animalia","Arthropoda","Insecta"
"Pemphredon inornata","Animalia","Arthropoda","Insecta"
"Lasioglossum foxii","Animalia","Arthropoda","Insecta"
"Nomada articulata","Animalia","Arthropoda","Insecta"
"Halictus parallelus","Animalia","Arthropoda","Insecta"
"Nomada cressonii","Animalia","Arthropoda","Insecta"
"Hylaeus basalis","Animalia","Arthropoda","Insecta"
"Ceratina ","Animalia","Arthropoda","Insecta"
"Nomada imbricata","Animalia","Arthropoda","Insecta"
"Nomada ","Animalia","Arthropoda","Insecta"
"Lasioglossum callidum","Animalia","Arthropoda","Insecta"
"Osmia pumila","Animalia","Arthropoda","Insecta"
"Andrena thaspii","Animalia","Arthropoda","Insecta"
"Nomada pygmaea","Animalia","Arthropoda","Insecta"
"Lasioglossum truncatum","Animalia","Arthropoda","Insecta"
"Andrena nigrae","Animalia","Arthropoda","Insecta"
"Andrena vicina","Animalia","Arthropoda","Insecta"
"Andrena bradleyi","Animalia","Arthropoda","Insecta"
"Nomada inepta","Animalia","Arthropoda","Insecta"
"Chrysis ","Animalia","Arthropoda","Insecta"
"Chrysura cobaltina","Animalia","Arthropoda","Insecta"
"Andrena ","Animalia","Arthropoda","Insecta"
"Ancistrocerus ","Animalia","Arthropoda","Insecta"
"Megachile latimanus","Animalia","Arthropoda","Insecta"
"Aeshna subarctica","Animalia","Arthropoda","Insecta"
"Andrena hirticincta","Animalia","Arthropoda","Insecta"
"Lasioglossum leucozonium",NA,NA,NA
"Halictus rubicundus",NA,NA,NA
"Russula dissimulans",NA,NA,NA
"Sphacelaria britannica",NA,NA,NA
"Lasioglossum laevissimum",NA,NA,NA
"Cladonia strepsilis",NA,NA,NA
"Bombus bimaculatus",NA,NA,NA
"Cladina mitis",NA,NA,NA
"Verrucaria maura",NA,NA,NA
"Augochlorella aurata",NA,NA,NA
"Lasioglossum oblongum",NA,NA,NA
"Cladonia incrassata",NA,NA,NA
"Lecanora albella",NA,NA,NA
"Evernia mesomorpha",NA,NA,NA
"Muhlenbergia glomerata",NA,NA,NA
"Cladonia boryi",NA,NA,NA
"Stereocaulon saxatile",NA,NA,NA
"Usnea ceratina",NA,NA,NA
"Lasallia papulosa",NA,NA,NA
"Bombus ternarius",NA,NA,NA
"Ulvaria obscura",NA,NA,NA
"Umbilicaria americana",NA,NA,NA
"Melanelia fuliginosa",NA,NA,NA
"Mycoblastus sanguinarius",NA,NA,NA
"Parmotrema crinitum",NA,NA,NA
"Chaetomorpha brachygona",NA,NA,NA
"Parmelia omphalodes",NA,NA,NA
"Umbilicaria torrefacta",NA,NA,NA
"Chordaria flagelliformis",NA,NA,NA
"Dolichoderus plagiatus",NA,NA,NA
"Usnea merrillii",NA,NA,NA
"Lasioglossum cressonii",NA,NA,NA
"Hypogymnia physodes",NA,NA,NA
"Peltigera polydactylon",NA,NA,NA
"Ulva lactuca",NA,NA,NA
"Chondrus crispus",NA,NA,NA
"Cetraria islandica",NA,NA,NA
"Bombus vagans",NA,NA,NA
"Pungitius pungitius",NA,NA,NA
"Lactarius griseus",NA,NA,NA
"Myrmica detritinodis",NA,NA,NA
"Lasioglossum ",NA,NA,NA
"Usnea subfloridana",NA,NA,NA
"Lasioglossum ephialtum",NA,NA,NA
"Cladonia uncialis",NA,NA,NA
"Sphagnum strictum",NA,NA,NA
"Rhizocarpon macrosporum",NA,NA,NA
"Parmelia saxatilis",NA,NA,NA
"Cladonia squamosa",NA,NA,NA
"Lasioglossum versatum",NA,NA,NA
"Clauzadeana macula",NA,NA,NA
"Porphyra umbilicalis",NA,NA,NA
"Aphilanthops frigidus",NA,NA,NA
"Cladonia grayi",NA,NA,NA
"Stigmidium marinum",NA,NA,NA
"Punctelia rudecta",NA,NA,NA
"Megachile melanophaea",NA,NA,NA
"Eurhynchium strigosum",NA,NA,NA
"Hildenbrandia rubra",NA,NA,NA
"Blepharostoma trichophyllum",NA,NA,NA
"Lecanora wisconsinensis",NA,NA,NA
"Ancistrocerus catskill",NA,NA,NA
"Aphodius ",NA,NA,NA
"Scutellaria galericulata",NA,NA,NA
"Hypotrachyna afrorevoluta",NA,NA,NA
"Halictus confusus",NA,NA,NA
"Campylium radicale",NA,NA,NA
"Cladonia gracilis",NA,NA,NA
"Cladonia rangiferina",NA,NA,NA
"Leptorhaphis epidermidis",NA,NA,NA
"Parmelia sulcata",NA,NA,NA
"Cladonia coniocraea",NA,NA,NA
"Xanthoparmelia plittii",NA,NA,NA
"Lasioglossum acuminatum",NA,NA,NA
"Nomada pygmaea",NA,NA,NA
"Andreaea rothii",NA,NA,NA
"Lecanora pulicaris",NA,NA,NA
"Pyxine sorediata",NA,NA,NA
"Protomonostroma undulatum",NA,NA,NA
"Equisetum arvense",NA,NA,NA
"Carex lurida",NA,NA,NA
"Xanthoparmelia conspersa",NA,NA,NA
"Lepraria neglecta",NA,NA,NA
"Bidessus sharp",NA,NA,NA
"Enteromorpha intestinalis",NA,NA,NA
"Elachista fucicola",NA,NA,NA
"Formica fusca",NA,NA,NA
"Philaenus spumarius",NA,NA,NA
"Sarracenia purpurea",NA,NA,NA
"Myrmica sp",NA,NA,NA
"Cladonia cristatella",NA,NA,NA
"Melanelia subaurifera",NA,NA,NA
"Fucus vesiculosus",NA,NA,NA
"Cladonia furcata",NA,NA,NA
"Campanula rotundifolia",NA,NA,NA
"Sphagnum lescurii",NA,NA,NA
"Andrena carlini",NA,NA,NA
"Sphacelaria cirrosa",NA,NA,NA
"Physcia stellaris",NA,NA,NA
"Cladonia stellaris",NA,NA,NA
"Leptogium cyanescens",NA,NA,NA
"Pertusaria macounii",NA,NA,NA
"Cladonia arbuscula",NA,NA,NA
"Hylaeus annulatus",NA,NA,NA
"Spiranthes lacera",NA,NA,NA
"Vaccinium corymbosum",NA,NA,NA
"Cetraria aculeata",NA,NA,NA
"Osmia simillima",NA,NA,NA
"Parmelia squarrosa",NA,NA,NA
"Polytrichum piliferum",NA,NA,NA
"Caloplaca holocarpa",NA,NA,NA
"Arthonia radiata",NA,NA,NA
"Psilolechia lucida",NA,NA,NA
"Cladonia caroliniana",NA,NA,NA
"Saccorhiza dermatodea",NA,NA,NA
"Lasioglossum cinctipes",NA,NA,NA
"Gastrellarius honestus",NA,NA,NA
"Plantago maritima",NA,NA,NA
"Andrena ceanothi",NA,NA,NA
"Dulichium arundinaceum",NA,NA,NA
"Devaleraea ramentacea",NA,NA,NA
"Suillus pictus",NA,NA,NA
"Lobaria quercizans",NA,NA,NA
"Bombus fernaldae",NA,NA,NA
"Athyrium filix",NA,NA,NA
"Ectemnius lapidarius",NA,NA,NA
"Usnea longissima",NA,NA,NA
"Imshaugia placorodia",NA,NA,NA
"Verrucaria mucosa",NA,NA,NA
"Codiolum pusillum",NA,NA,NA
"Pycnothelia papillaria",NA,NA,NA
"Dictyophora duplicata",NA,NA,NA
"Myrmica incompleta",NA,NA,NA
"Polytrichum commune",NA,NA,NA
"Pannaria lurida",NA,NA,NA
"Dictyosiphon foeniculaceus",NA,NA,NA
"Chaetomorpha melagonium",NA,NA,NA
"Formica glacialis",NA,NA,NA
"Platismatia tuckermanii",NA,NA,NA
"Prunus pennsylvanica",NA,NA,NA
"Collema furfuraceum",NA,NA,NA
"Porphyra purpurea",NA,NA,NA
"Caripeta divisata",NA,NA,NA
"Menegazzia subsimilis",NA,NA,NA
"Cortinarius glaucopus",NA,NA,NA
"Haematomma ochrophaeum",NA,NA,NA
"Dolichovespula arenaria",NA,NA,NA
"Prociphilus ",NA,NA,NA
"Gymnosporangium corniculans",NA,NA,NA
"Ceramium deslongchampsii",NA,NA,NA
"Parmeliopsis hyperopta",NA,NA,NA
"Megachile gemula",NA,NA,NA
"Phaeophyscia pusilloides",NA,NA,NA
"Parmeliopsis ambigua",NA,NA,NA
"Solidago uliginosa",NA,NA,NA
"Ceramium rubrum",NA,NA,NA
"Polysiphonia lanosa",NA,NA,NA
"Lobaria scrobiculata",NA,NA,NA
"Pleurozium schreberi",NA,NA,NA
"Cladonia pleurota",NA,NA,NA
"Dolichoderus pustulatus",NA,NA,NA
"Caloplaca flavovirescens",NA,NA,NA
"Andrena nubecula",NA,NA,NA
"Fontinalis dalecarlica",NA,NA,NA
"Cladonia macilenta",NA,NA,NA
"Leucodon sciuroides",NA,NA,NA
"Bombus perplexus",NA,NA,NA
"Neophilaenus lineatus",NA,NA,NA
"Cortinarius infractus",NA,NA,NA
"Cladonia maxima",NA,NA,NA
"Imshaugia aleurites",NA,NA,NA
"Pertusaria multipunctoides",NA,NA,NA
"Prepops rubrovittatus",NA,NA,NA
"Bazzania trilobata",NA,NA,NA
"Parmotrema perlatum",NA,NA,NA
"Physcia subtilis",NA,NA,NA
"Cladonia floerkeana",NA,NA,NA
"Cortinarius caperatus",NA,NA,NA
"Ectemnius arcuatus",NA,NA,NA
"Flavoparmelia caperata",NA,NA,NA
"Passaloecus cuspidatus",NA,NA,NA
"Fucus distichus",NA,NA,NA
"Plagiothecium elegans",NA,NA,NA
"Umbilicaria muehlenbergii",NA,NA,NA
"Cladonia mitis",NA,NA,NA
"Lactarius hibbardiae",NA,NA,NA
"Nomada maculata",NA,NA,NA
"Hypocenomyce anthracophila",NA,NA,NA
"Dumontia contorta",NA,NA,NA
"Buellia erubescens",NA,NA,NA
"Scytosiphon lomentaria",NA,NA,NA
"Myrmica lobifrons",NA,NA,NA
"Xylographa opegraphella",NA,NA,NA
"Stereocaulon dactylophyllum",NA,NA,NA
"Peltigera didactyla",NA,NA,NA
"Xanthoparmelia stenophylla",NA,NA,NA
"Andrena nigrae",NA,NA,NA
"Rhizoclonium tortuosum",NA,NA,NA
"Cladophora sericea",NA,NA,NA
"Sialis vagans",NA,NA,NA
"Equisetum sylvaticum",NA,NA,NA
"Lasioglossum versans",NA,NA,NA
"Formica exsectoides",NA,NA,NA
"Speranza pustularia",NA,NA,NA
"Dibaeis baeomyces",NA,NA,NA
"Haematomma elatinum",NA,NA,NA
"Caloplaca scopularis",NA,NA,NA
"Ropalospora chlorantha",NA,NA,NA
"Osmia pumila",NA,NA,NA
"Ulota ludwigii",NA,NA,NA
"Loxospora ochrophaea",NA,NA,NA
"Leccinum flavostipitatum",NA,NA,NA
"Sphagnum pulchrum",NA,NA,NA
"Laminaria digitata",NA,NA,NA
"Aulacomnium palustre",NA,NA,NA
"Oncopsis variabilis",NA,NA,NA
"Melissodes subillatus",NA,NA,NA
"Rhizocarpon hochstetteri",NA,NA,NA
"Physcia tenella",NA,NA,NA
"Sphagnum plumulosum",NA,NA,NA
"Acarospora fuscata",NA,NA,NA
"Enteromorpha muscoides",NA,NA,NA
"Peltigera praetextata",NA,NA,NA
"Brotherella recurvans",NA,NA,NA
"Coelioxys sodalis",NA,NA,NA
"Crabro latipes",NA,NA,NA
"Usnea filipendula",NA,NA,NA
"Dermestes ",NA,NA,NA
"Cortinarius stillatitius",NA,NA,NA
"Agapostemon virescens",NA,NA,NA
"Sphagnum recurvum",NA,NA,NA
"Dichanthelium acuminatum",NA,NA,NA
"Bryoria trichodes",NA,NA,NA
"Buellia disciformis",NA,NA,NA
"Hylaeus basalis",NA,NA,NA
"Cetraria halei",NA,NA,NA
"Ochrolechia androgyna",NA,NA,NA
"Andrena wheeleri",NA,NA,NA
"Rhizocarpon reductum",NA,NA,NA
"Lopadium disciforme",NA,NA,NA
"Menegazzia terebrata",NA,NA,NA
"Epeolus scutellaris",NA,NA,NA
"Potamogeton oakesianus",NA,NA,NA
"Biatora pycnidiata",NA,NA,NA
"Crematogaster lineolata",NA,NA,NA
"Hypocenomyce scalaris",NA,NA,NA
"Ramalina farinacea",NA,NA,NA
"Xanthoria polycarpa",NA,NA,NA
"Lecanora polytropa",NA,NA,NA
"Cladonia subsubulata",NA,NA,NA
"Cladonia robbinsii",NA,NA,NA
"Apis mellifera",NA,NA,NA
"Carex adusta",NA,NA,NA
"Phymatolithon rugulosum",NA,NA,NA
"Cladonia mateocyatha",NA,NA,NA
"Vespula acadica",NA,NA,NA
"Ochrolechia pseudopallescens",NA,NA,NA
"Andrena bradleyi",NA,NA,NA
"Eriophorum angustifolium",NA,NA,NA
"Mycocalicium subtile",NA,NA,NA
"Agrostis perennans",NA,NA,NA
"Rhodomela confervoides",NA,NA,NA
"Ceratina calcarata",NA,NA,NA
"Cetraria oakesiana",NA,NA,NA
"Mastocarpus stellatus",NA,NA,NA
"Glyceria borealis",NA,NA,NA
"Parmelia rudecta",NA,NA,NA
"Rhizocarpon eupetraeum",NA,NA,NA
"Berkeleya rutilans",NA,NA,NA
"Umbilicaria mammulata",NA,NA,NA
"Pertusaria amara",NA,NA,NA
"Graphis scripta",NA,NA,NA
"Calliergonella lindbergii",NA,NA,NA
"Trypoxylon frigidum",NA,NA,NA
"Nephroma laevigatum",NA,NA,NA
"Phrurotimpus borealis",NA,NA,NA
"Hypnum reptile",NA,NA,NA
"Trapelia glebulosa",NA,NA,NA
"Chaenotheca brunneola",NA,NA,NA
"Apeltes quadracus",NA,NA,NA
"Candelariella efflorescens",NA,NA,NA
"Leccinum holopus",NA,NA,NA
"Umbilicaria muhlenbergii",NA,NA,NA
"Carex canescens",NA,NA,NA
"Pertusaria rubefacta",NA,NA,NA
"Rinodina adirondackii",NA,NA,NA
"Spiranthes ochroleuca",NA,NA,NA
"Stictis urceolatum",NA,NA,NA
"Upis ceramboides",NA,NA,NA
"Melanohalea halei",NA,NA,NA
"Bryoria nadvornikiana",NA,NA,NA
"Trichaptum biforme",NA,NA,NA
"Protoparmelia badia",NA,NA,NA
"Petalonia fascia",NA,NA,NA
"Bryoria furcellata",NA,NA,NA
"Fucus spiralis",NA,NA,NA
"Panellus stipticus",NA,NA,NA
"Hypogymnia tubulosa",NA,NA,NA
"Cladina stellaris",NA,NA,NA
"Lobaria pulmonaria",NA,NA,NA
"Peromyscus maniculatus",NA,NA,NA
"Lasius alienus",NA,NA,NA
"Lecanora symmicta",NA,NA,NA
"Crossocerus elongatulus",NA,NA,NA
"Onoclea sensibilis",NA,NA,NA
"Gyroporus cyanescens",NA,NA,NA
"Lasallia pensylvanica",NA,NA,NA
"Bryum pseudotriquetrum",NA,NA,NA
"Trachurus lathami",NA,NA,NA
"Palmaria palmata",NA,NA,NA
"Porphyra amplissima",NA,NA,NA
"Pholiota scamba",NA,NA,NA
"Conotrema urceolatum",NA,NA,NA
"Racomitrium heterostichum",NA,NA,NA
"Boletus speciosus",NA,NA,NA
"Suillus cavipes",NA,NA,NA
"Connopus acervatus",NA,NA,NA
"Nomada cuneata",NA,NA,NA
"Cetraria sepincola",NA,NA,NA
"Ancistrocerus adiabatus",NA,NA,NA
"Lasioglossum callidum",NA,NA,NA
"Jamesoniella autumnalis",NA,NA,NA
"Ulothrix speciosa",NA,NA,NA
"Ptilidium ciliare",NA,NA,NA
"Physconia detersa",NA,NA,NA
"Cladonia terrae",NA,NA,NA
"Icmadophila ericetorum",NA,NA,NA
"Lophocolea heterophylla",NA,NA,NA
"Hypogymnia enteromorpha",NA,NA,NA
"Myrmica fracticornis",NA,NA,NA
"Micarea denigrata",NA,NA,NA
"Myrionema corunnae",NA,NA,NA
"Porphyra leucosticta",NA,NA,NA
"Caloplaca xanthostigmoidea",NA,NA,NA
"Ascophyllum nodosum",NA,NA,NA
"Melanelixia fuliginosa",NA,NA,NA
"Trypoxylon attenuatum",NA,NA,NA
"Leathesia marina",NA,NA,NA
"Phlyctis argena",NA,NA,NA
"Capsosiphon fulvescens",NA,NA,NA
"Andrena miserabilis",NA,NA,NA
"Cetrelia cetrarioides",NA,NA,NA
"Loxospora elatina",NA,NA,NA
"Cystopteris fragilis",NA,NA,NA
"Aphis ",NA,NA,NA
"Hygrocybe cantherellus",NA,NA,NA
"Aeshna sitchensis",NA,NA,NA
"Rhizocarpon geographicum",NA,NA,NA
"Usnea strigosa",NA,NA,NA
"Micarea melaena",NA,NA,NA
"Titanoderma pustulatum",NA,NA,NA
"Rhizomnium magnifolium",NA,NA,NA
"Stenamma diecki",NA,NA,NA
"Petrocelis middendorfii",NA,NA,NA
"Melanelia halei",NA,NA,NA
"Porpidia tahawasiana",NA,NA,NA
"Lysimachia terrestris",NA,NA,NA
"Codiolum petrocelidis",NA,NA,NA
"Bombus borealis",NA,NA,NA
"Bangia atropurpurea",NA,NA,NA
"Porpidia herteliana",NA,NA,NA
"Usnea hirta",NA,NA,NA
"Ulva prolifera",NA,NA,NA
"Corallina officinalis",NA,NA,NA
"Coccinella trifasciata",NA,NA,NA
"Trapeliopsis granulosa",NA,NA,NA
"Cladonia turgida",NA,NA,NA
"Lecanora hybocarpa",NA,NA,NA
"Bryhnia novae",NA,NA,NA
"Sphagnum tenellum",NA,NA,NA
"Physcia millegrana",NA,NA,NA
"Parmeliella triptophylla",NA,NA,NA
"Scoliciosporum chlorococcum",NA,NA,NA
"Cladina rangiferina",NA,NA,NA
"Hypnum imponens",NA,NA,NA
"Cladonia dimorphoclada",NA,NA,NA
"Hygrophorus atro",NA,NA,NA
"Chaenotheca chrysocephala",NA,NA,NA
"Dialytes striatulus",NA,NA,NA
"Lasioglossum pilosum",NA,NA,NA
"Collema subflaccidum",NA,NA,NA
"Lecanora subrugosa",NA,NA,NA
"Dalibarda repens",NA,NA,NA
"Phellinus igniarius",NA,NA,NA
"Lasioglossum truncatum",NA,NA,NA
"Limonium carolinianum",NA,NA,NA
"Lecanora thysanophora",NA,NA,NA
"Pyropia leucosticta",NA,NA,NA
"Oncopsis ",NA,NA,NA
"Colletes simulans",NA,NA,NA
"Pyrrhospora varians",NA,NA,NA
"Biatora longispora",NA,NA,NA
"Cantharellus tubaeformis",NA,NA,NA
"Dicranum scoparium",NA,NA,NA
"Ceramium rubriforme",NA,NA,NA
"Sphagnum wulfianum",NA,NA,NA
"Leptothorax sp",NA,NA,NA
"Amanita ceciliae",NA,NA,NA
"Lasius ",NA,NA,NA
"Utricularia gibba",NA,NA,NA
"Usnocetraria oakesiana",NA,NA,NA
"Campylenchia latipes",NA,NA,NA
"Micarea chlorosticta",NA,NA,NA
"Calicium abietinum",NA,NA,NA
"Carex deflexa",NA,NA,NA
"Pholiota spumosa",NA,NA,NA
"Nomada cressonii",NA,NA,NA
"Cetrelia olivetorum",NA,NA,NA
"Pholiota squarrosa",NA,NA,NA
"Anomogyna elimata",NA,NA,NA
"Parmeliopsis capitata",NA,NA,NA
"Hypnum cupressiforme",NA,NA,NA
"Hylaeus modestus",NA,NA,NA
"Trapelia involuta",NA,NA,NA
"Monostroma grevillei",NA,NA,NA
"Suaeda calceoliformis",NA,NA,NA
"Ralfsia verrucosa",NA,NA,NA
"Pyrenocollema halodytes",NA,NA,NA
"Clathromorphum circumscriptum",NA,NA,NA
"Cladonia ochrochlora",NA,NA,NA
"Stenocybe pullatula",NA,NA,NA
"Laccaria ochropurpurea",NA,NA,NA
"Dryopteris marginalis",NA,NA,NA
"Sphecodes confertus",NA,NA,NA
"Umbilicaria polyphylla",NA,NA,NA
"Cetrelia chicitae",NA,NA,NA
"Albatrellus ovinus",NA,NA,NA
"Mycobilimbia berengeriana",NA,NA,NA
"Leccinum versipelle",NA,NA,NA
"Sambucus canadensis",NA,NA,NA
"Amanita citrina",NA,NA,NA
"Cladina terrae",NA,NA,NA
"Phylliscum demangeonii",NA,NA,NA
"Psenulus pallipes",NA,NA,NA
"Glyceria canadensis",NA,NA,NA
"Hypogymnia krogiae",NA,NA,NA
"Myelochroa galbina",NA,NA,NA
"Audouinella purpurea",NA,NA,NA
"Dolichovespula adulterina",NA,NA,NA
"Pseudocyphellaria crocata",NA,NA,NA
"Fucus filiformis",NA,NA,NA
"Ectemnius maculosus",NA,NA,NA
"Cladonia cenotea",NA,NA,NA
"Plagiothecium laetum",NA,NA,NA
"Dicranum montanum",NA,NA,NA
"Salvelinus fontinalis",NA,NA,NA
"Phymatolithon lenormandii",NA,NA,NA
"Loxospora cismonica",NA,NA,NA
"Micarea peliocarpa",NA,NA,NA
"Tamias striatus",NA,NA,NA
"Lasioglossum subviridatum",NA,NA,NA
"Platismatia glauca",NA,NA,NA
"Pertusaria velata",NA,NA,NA
"Alaria esculenta",NA,NA,NA
"Pylaiella littoralis",NA,NA,NA
"Calicium glaucellum",NA,NA,NA
"Catinaria atropurpurea",NA,NA,NA
"Sphagnum compactum",NA,NA,NA
"Cladonia cornuta",NA,NA,NA
"Phaeophyscia rubropulchra",NA,NA,NA
"Myodes gapperi",NA,NA,NA
"Chamaedaphne calyculata",NA,NA,NA
"Cladonia carassensis",NA,NA,NA
"Xanthoparmelia viriduloumbrina",NA,NA,NA
"Dolichovespula norvegicoides",NA,NA,NA
"Cladonia atlantica",NA,NA,NA
"Lasioglossum quebecense",NA,NA,NA
"Carex exilis",NA,NA,NA
"Ramaria formosa",NA,NA,NA
"Lactarius kauffmanii",NA,NA,NA
"Idiocerus ",NA,NA,NA
"Arthonia albofuscescens",NA,NA,NA
"Trypethelium virens",NA,NA,NA
"Lasioglossum coriaceum",NA,NA,NA
"Verrucaria erichsenii",NA,NA,NA
"Ephebe lanata",NA,NA,NA
"Spongomorpha spinescens",NA,NA,NA
"Halictus ligatus",NA,NA,NA
"Xanthoparmelia cumberlandia",NA,NA,NA
"Ramalina roesleri",NA,NA,NA
"Arthonia punctiformis",NA,NA,NA
"Lasioglossum planatum",NA,NA,NA
"Ochrolechia arborea",NA,NA,NA
"Amandinea punctata",NA,NA,NA
"Polycauliona verruculifera",NA,NA,NA
"Clavulina amethystina",NA,NA,NA
"Andrena forbesii",NA,NA,NA
"Radula complanata",NA,NA,NA
"Oncopsis inconstans",NA,NA,NA
"Blidingia minima",NA,NA,NA
"Usnea trichodea",NA,NA,NA
"Carabus nemoralis",NA,NA,NA
"Tamiasciurus hudsonicus",NA,NA,NA
"Lepraria lobificans",NA,NA,NA
"Publilia concava",NA,NA,NA
"Luxilus cornutus",NA,NA,NA
"Polysiphonia flexicaulis",NA,NA,NA
"Ramalina intermedia",NA,NA,NA
"Camponotus ",NA,NA,NA
"Entoloma salmoneum",NA,NA,NA
"Hygrophorus eburneus",NA,NA,NA
"Cladonia digitata",NA,NA,NA
"Arctoparmelia centrifuga",NA,NA,NA
"Megachile latimanus",NA,NA,NA
"Notemigonus crysoleucas",NA,NA,NA
"Melanelia disjuncta",NA,NA,NA
"Ganoderma tsugae",NA,NA,NA
"Prionyx parkeri",NA,NA,NA
"Crambus albellus",NA,NA,NA
"Myotis leibii",NA,NA,NA
"Rhizocarpon lecanorinum",NA,NA,NA
"Melissodes druriellus",NA,NA,NA
"Badhamia utricularis",NA,NA,NA
"Pohlia nutans",NA,NA,NA
"Fucus evanescens",NA,NA,NA
"Erythrotrichia carnea",NA,NA,NA
"Scirpus microcarpus",NA,NA,NA
"Cladonia merochlorophaea",NA,NA,NA
"Hydnellum aurantiacum",NA,NA,NA
"Cerrena unicolor",NA,NA,NA
"Pholiota proximans",NA,NA,NA
"Gymnocolea inflata",NA,NA,NA
"Pseudevernia cladonia",NA,NA,NA
"Lecanora cinereofusca",NA,NA,NA
"Cetraria orbata",NA,NA,NA
"Catathelasma ventricosa",NA,NA,NA
"Crematogaster cerasi",NA,NA,NA
"Trapeliopsis pseudogranulosa",NA,NA,NA
"Lactarius mucidus",NA,NA,NA
"Osmia virga",NA,NA,NA
"Ahnfeltia plicata",NA,NA,NA
"Agarum clathratum",NA,NA,NA
"Enteromorpha linza",NA,NA,NA
"Parmelia conspersa",NA,NA,NA
"Lecanora strobilina",NA,NA,NA
"Acarospora molybdina",NA,NA,NA
"Phaeocalicium compressulum",NA,NA,NA
"Umbilicaria deusta",NA,NA,NA
"Megamelus distinctus",NA,NA,NA
"Sphagnum russowii",NA,NA,NA
"Heterodermia speciosa",NA,NA,NA
"Lasioglossum zonulum",NA,NA,NA
"Rhizoclonium riparium",NA,NA,NA
"Spongomorpha arcta",NA,NA,NA
"Ptilidium pulcherrimum",NA,NA,NA
"Pterostichus melanarius",NA,NA,NA
"Formica aserva",NA,NA,NA
"Usnea cornuta",NA,NA,NA
"Pherbecta limenitis",NA,NA,NA
"Melanelia stygia",NA,NA,NA
"Lopadium pezizoideum",NA,NA,NA
"Coccinella transversoguttata",NA,NA,NA
"Lactarius deliciosus",NA,NA,NA
"Retiboletus ornatipes",NA,NA,NA
"Lepraria eburnea",NA,NA,NA
"Catinaria laureri",NA,NA,NA
"Boletus psudosulphureus",NA,NA,NA
"Paxillus involutus",NA,NA,NA
"Roridomyces roridus",NA,NA,NA
"Potentilla pensylvanica",NA,NA,NA
"Plumaria plumosa",NA,NA,NA
"Bacidia schweinitzii",NA,NA,NA
"Harveyella mirabilis",NA,NA,NA
"Chrysura cobaltina",NA,NA,NA
"Formica lasioides",NA,NA,NA
"Leucobryum glaucum",NA,NA,NA
"Rhizoplaca chrysoleuca",NA,NA,NA
"Dryopteris intermedia",NA,NA,NA
"Formica neogagates",NA,NA,NA
"Tuckermannopsis ciliaris",NA,NA,NA
"Thelotrema lepadinum",NA,NA,NA
"Xanthoria parietina",NA,NA,NA
"Wesmaelius nervosus",NA,NA,NA
"Lycopus virginicus",NA,NA,NA
"Melissodes illatus",NA,NA,NA
"Ancistrocerus albophaleratus",NA,NA,NA
"Fontinalis sphagnifolia",NA,NA,NA
"Osmia inspergens",NA,NA,NA
"Polytrichum juniperinum",NA,NA,NA
"Suillus intermedius",NA,NA,NA
"Bacidia bagliettoana",NA,NA,NA
"Nephroma parile",NA,NA,NA
"Peltigera neopolydactyla",NA,NA,NA
"Andrena vicina",NA,NA,NA
"Spongonema tomentosum",NA,NA,NA
"Gymnocarpium dryopteris",NA,NA,NA
"Mulsantina picta",NA,NA,NA
"Cantharellus ignicolor",NA,NA,NA
"Peltigera rufescens",NA,NA,NA
"Utricularia minor",NA,NA,NA
"Russula galochroa",NA,NA,NA
"Ochroechia pallescens",NA,NA,NA
"Collema leptaleum",NA,NA,NA
"Ardea herodias",NA,NA,NA
"Rhytisma illicis",NA,NA,NA
"Peltigera aphthosa",NA,NA,NA
"Cladonia amaurocraea",NA,NA,NA
"Sphagnum flavicomans",NA,NA,NA
"Melanelia panniformis",NA,NA,NA
"Menidia menidia",NA,NA,NA
"Polyporus durus",NA,NA,NA
"Iphthiminus opacus",NA,NA,NA
"Ceramium virgatum",NA,NA,NA
"Zapus hudsonius",NA,NA,NA
"Tricholoma subluteum",NA,NA,NA
"Viola lanceolata",NA,NA,NA
"Megachile ",NA,NA,NA
"Micarea pseudomicrococca",NA,NA,NA
"Nephromopsis orbata",NA,NA,NA
"Sibbaldia procumbens",NA,NA,NA
"Amanita brunnescens",NA,NA,NA
"Punctelia perreticulata",NA,NA,NA
"Desmarestia viridis",NA,NA,NA
"Carex scoparia",NA,NA,NA
"Cladonia phyllophora",NA,NA,NA
"Anaptychia palmulata",NA,NA,NA
"Habenaria psycodes",NA,NA,NA
"Trapeliopsis viridescens",NA,NA,NA
"Physcia dubia",NA,NA,NA
"Hebeloma mesopheum",NA,NA,NA
"Cortinarius flos",NA,NA,NA
"Pertusaria ophthalmiza",NA,NA,NA
"Ulota crispa",NA,NA,NA
"Plethodon cinereus",NA,NA,NA
"Lactarius subvelleoeus",NA,NA,NA
"Russula brevipes",NA,NA,NA
"Cortinarius duracinus",NA,NA,NA
"Ceratodon purpureus",NA,NA,NA
"Tylopilus eximius",NA,NA,NA
"Bovista plumbea",NA,NA,NA
"Laminaria saccharina",NA,NA,NA
"Cladonia crispata",NA,NA,NA
"Phoxinus eos",NA,NA,NA
"Stereocaulon glaucescens",NA,NA,NA
"Phylloporus rhodoxanthus",NA,NA,NA
